FID,STATE,FIPS,TRT,TRTKEY,CTTRTKEY,FENAME,COLOR,anglo,asian,hisp,total,vap,black,bh,nanglo,anglovap,hispvap,bhvap,blackvap,asianvap,nanglovap,Shape_Leng,Shape_Ar_1
3770,48,201,534003,3771,201534003,HARRIS,2,108,389,1637,2710,1920,609,2210,2602,88,1101,1507,435,317,1832,5418.183267460000025,1319997.298759999917820
3771,48,201,534101,3772,201534101,HARRIS,2,416,1016,1105,2909,2139,374,1470,2493,342,739,1020,284,757,1797,13911.668030200000430,7718276.667960000224411
3772,48,201,534102,3773,201534102,HARRIS,2,500,333,3528,4960,3591,582,4090,4460,451,2411,2832,430,294,3140,9498.857624250000299,4986634.539459999650717
3773,48,201,534201,3774,201534201,HARRIS,2,304,472,2018,3035,2178,257,2248,2731,252,1391,1548,177,366,1926,8541.547443830000702,3311541.318219999782741
3774,48,201,534203,3775,201534203,HARRIS,2,314,209,1350,2067,1471,184,1518,1753,261,886,1019,140,168,1210,9572.517347499999232,4228085.890499999746680
3775,48,201,534204,3776,201534204,HARRIS,2,1866,575,1904,5302,4040,971,2818,3436,1612,1295,1937,664,456,2428,7751.878882719999638,2286962.315640000160784
3776,48,201,534205,3777,201534205,HARRIS,2,2080,660,1430,4591,3697,378,1779,2511,1798,1013,1289,294,551,1899,9154.517200610000145,2502522.053859999869019
3777,48,201,540101,3778,201540101,HARRIS,2,3375,1642,1302,6790,5213,361,1649,3415,2660,910,1165,263,1292,2553,15546.578391799999736,12091082.977800000458956
3778,48,201,540102,3779,201540102,HARRIS,2,858,1218,2771,5296,3919,435,3168,4438,726,1924,2230,325,922,3193,15728.868772199999512,10040281.283600000664592
3779,48,201,540200,3780,201540200,HARRIS,2,586,225,1374,2438,1953,265,1617,1852,499,1067,1254,200,195,1454,6582.269895010000255,2496573.102109999861568
3780,48,201,540502,3781,201540502,HARRIS,2,1988,247,2466,5417,4014,677,3084,3429,1698,1668,2046,407,190,2316,9089.377376039999945,4142497.964910000097007
3781,48,201,540503,3782,201540503,HARRIS,2,211,69,1832,2594,1783,554,2305,2383,171,1234,1563,363,41,1612,4020.742801270000200,720608.288724999991246
3782,48,201,540504,3783,201540504,HARRIS,2,620,136,2030,3432,2486,646,2635,2812,490,1410,1842,458,121,1996,5707.628488600000310,1103626.061560000060126
3783,48,201,540601,3784,201540601,HARRIS,2,1216,605,1989,4626,3490,791,2727,3410,1035,1390,1897,545,492,2455,6111.377403520000371,1607336.006300000008196
3784,48,201,540602,3785,201540602,HARRIS,2,1319,825,3779,7197,5243,1317,5004,5878,1100,2584,3449,928,639,4143,7490.031090640000002,2753517.027040000073612
3785,48,201,540700,3786,201540700,HARRIS,2,1951,1173,3535,7315,5578,641,4128,5364,1648,2463,2884,447,976,3930,14864.753710700000738,7520989.356350000016391
3786,48,201,540800,3787,201540800,HARRIS,2,1302,734,4503,7669,5831,1108,5537,6367,1116,3263,4041,814,588,4715,15175.417329500000051,9589414.761740000918508
3787,48,201,540901,3788,201540901,HARRIS,2,1516,224,554,2810,2312,481,999,1294,1321,400,748,365,190,991,6018.709983359999569,1600510.878809999907389
3788,48,201,540903,3789,201540903,HARRIS,2,657,364,801,2813,2186,1017,1772,2156,544,610,1335,755,288,1642,4971.155574370000068,1424358.593559999950230
3789,48,201,540904,3790,201540904,HARRIS,2,2086,426,1505,5060,4030,1087,2482,2974,1815,1085,1819,796,330,2215,8057.357344250000097,3107159.504840000066906
3790,48,201,541004,3791,201541004,HARRIS,2,1686,1472,1641,6236,4665,1408,2987,4550,1380,1156,2066,938,1152,3285,10013.879814399999304,3692909.738160000182688
3791,48,201,541005,3792,201541005,HARRIS,2,1127,346,1662,4888,3664,1825,3383,3761,909,1155,2435,1343,284,2755,7022.050317469999754,1639722.802330000093207
3792,48,201,541006,3793,201541006,HARRIS,2,2279,942,1686,5899,4279,955,2562,3620,1730,1133,1757,667,691,2549,7115.080899630000204,2265227.159719999879599
3793,48,201,541007,3794,201541007,HARRIS,2,2840,1468,1729,7529,5446,1473,3129,4689,2135,1174,2156,1021,1088,3311,13154.950040499999886,4459903.752759999595582
3794,48,201,541008,3795,201541008,HARRIS,2,1616,888,725,3871,2791,622,1306,2255,1221,483,887,421,634,1570,11698.156961099999535,5648630.825620000250638
3795,48,201,541009,3796,201541009,HARRIS,2,1846,838,1673,5467,3903,1096,2727,3621,1423,1113,1834,739,586,2480,6402.925448459999643,2199721.367320000194013
3796,48,201,541100,3797,201541100,HARRIS,2,3493,474,1924,6719,5236,758,2632,3226,2911,1314,1840,554,368,2325,8847.900262220000513,3388861.095670000184327
3797,48,201,541203,3798,201541203,HARRIS,2,1672,191,531,2607,2138,191,702,935,1445,371,499,140,151,693,5618.444490150000092,1525572.956139999907464
3798,48,201,541204,3799,201541204,HARRIS,2,1623,273,3043,5676,4224,748,3722,4053,1317,2147,2636,537,219,2907,5853.665656269999999,1830581.603780000004917
3799,48,201,541205,3800,201541205,HARRIS,2,1619,232,920,3168,2376,368,1263,1549,1315,610,841,240,178,1061,4736.215104939999947,1358808.531740000005811
3800,48,201,541206,3801,201541206,HARRIS,2,1850,567,1399,4603,3478,716,2095,2753,1544,933,1442,525,410,1934,7041.963610720000361,2216967.456549999769777
3801,48,201,541207,3802,201541207,HARRIS,2,2343,553,979,4470,3456,531,1470,2127,1932,673,1018,356,412,1524,7109.780638629999885,2267805.501439999789000
3802,48,201,541301,3803,201541301,HARRIS,2,1082,864,3092,6610,4840,1589,4573,5528,907,2136,3207,1123,671,3933,7387.943003280000084,3182300.609519999939948
3803,48,201,541302,3804,201541302,HARRIS,2,1011,407,4517,6877,5007,974,5399,5866,840,3137,3766,680,333,4167,6004.780054079999900,2126973.978980000130832
3804,48,201,541401,3805,201541401,HARRIS,2,646,1560,1227,4347,3315,926,2110,3701,521,894,1549,686,1206,2794,6487.439108679999663,1432010.037160000065342
3805,48,201,541402,3806,201541402,HARRIS,2,630,167,2198,3401,2521,393,2555,2771,555,1559,1809,270,130,1966,4691.158378150000317,993431.367321999976411
3806,48,201,541403,3807,201541403,HARRIS,2,415,248,1548,2834,2025,631,2131,2419,321,1083,1483,434,186,1704,3805.516168040000139,741442.241828999947757
3807,48,201,541404,3808,201541404,HARRIS,2,517,858,1381,4168,3010,1473,2768,3651,391,960,1918,1010,674,2619,7357.487102039999627,1241728.246989999897778
3808,48,201,541500,3809,201541500,HARRIS,2,1222,713,2695,5616,4110,1000,3610,4394,1045,1815,2458,677,552,3065,7748.933760629999597,3065107.787990000098944
3809,48,201,541603,3810,201541603,HARRIS,2,1235,311,5401,7741,5613,767,6079,6506,1061,3746,4225,528,233,4552,6908.913468130000183,2364337.091510000173002
3810,48,201,541604,3811,201541604,HARRIS,2,3609,1767,2639,9554,7319,1496,4064,5945,3036,1867,2840,1003,1354,4283,12849.749429699999382,7321084.083499999716878
3811,48,201,541701,3812,201541701,HARRIS,2,957,841,2733,5802,4140,1311,3971,4845,751,1915,2727,849,622,3389,13095.103012100000342,8050808.948200000450015
3812,48,201,541702,3813,201541702,HARRIS,2,489,218,757,2458,1911,1026,1733,1969,439,551,1280,751,175,1472,9695.041451029999735,2686684.905489999800920
3813,48,201,541703,3814,201541703,HARRIS,2,967,299,1292,3633,2869,1064,2303,2666,837,962,1715,785,258,2032,13918.639334699999381,10538339.193299999460578
3814,48,201,541801,3815,201541801,HARRIS,2,960,160,1773,3656,2807,772,2478,2696,823,1297,1803,560,128,1984,5007.669145799999569,1424263.903290000045672
3815,48,201,541802,3816,201541802,HARRIS,2,1009,419,1729,4277,3329,1146,2797,3268,841,1311,2114,858,320,2488,9104.081464630000482,3525707.500169999897480
3816,48,201,541901,3817,201541901,HARRIS,2,782,395,973,2705,2025,576,1501,1923,648,693,1060,401,282,1377,6197.423418839999613,2523796.539969999808818
3817,48,201,541902,3818,201541902,HARRIS,2,1668,528,1969,4884,3684,658,2600,3216,1355,1418,1831,423,418,2329,7327.306202949999715,2993779.195950000081211
3818,48,201,542001,3819,201542001,HARRIS,2,1419,235,2320,4661,3479,692,2956,3242,1180,1627,2083,483,181,2299,5075.912108120000084,1510355.460230000084266
3819,48,201,542002,3820,201542002,HARRIS,2,609,314,1469,3102,2300,747,2173,2493,489,1059,1557,530,236,1811,5136.112828760000411,1357016.270950000034645
3820,48,201,542003,3821,201542003,HARRIS,2,843,655,1939,4315,3075,886,2765,3472,630,1335,1883,578,513,2445,4686.148082110000360,1166608.678049999987707
3821,48,201,542004,3822,201542004,HARRIS,2,967,169,1610,3164,2424,431,2001,2197,818,1196,1463,287,125,1606,5227.208670250000068,1370228.871000000042841
3822,48,201,542103,3823,201542103,HARRIS,2,1221,494,4962,10308,6917,3782,8520,9087,961,3288,5548,2368,349,5956,8567.880866580000657,3748570.636440000031143
3823,48,201,542104,3824,201542104,HARRIS,2,1082,391,4753,7584,5321,1365,6018,6502,840,3294,4130,891,297,4481,6111.277968719999990,2155262.473120000213385
3824,48,201,542105,3825,201542105,HARRIS,2,1197,817,4769,10506,7129,3789,8376,9309,939,3178,5482,2382,608,6190,7672.892480479999904,3173214.629360000137240
3825,48,201,542106,3826,201542106,HARRIS,2,1331,582,4426,8799,6309,2566,6804,7468,1078,3080,4688,1694,471,5231,7216.863070010000229,3035749.033890000078827
3826,48,201,542107,3827,201542107,HARRIS,2,694,270,2095,3938,2835,907,2921,3244,566,1420,2002,617,219,2269,5170.005378040000323,1371636.793869999935851
3827,48,201,542108,3828,201542108,HARRIS,2,426,382,1737,3568,2472,1062,2736,3142,342,1155,1829,708,292,2130,6737.880073999999695,1916739.116339999949560
3828,48,201,542201,3829,201542201,HARRIS,2,1085,425,3724,7199,4998,2099,5638,6114,869,2490,3761,1362,327,4129,5975.477892539999630,1931361.584180000005290
3829,48,201,542202,3830,201542202,HARRIS,2,1406,1258,4271,9767,6582,2897,7045,8361,1016,2862,4589,1784,910,5566,20090.317338699998800,14102369.586100000888109
3830,48,201,542203,3831,201542203,HARRIS,2,1853,719,5654,10747,7520,2544,8026,8894,1469,3805,5410,1679,538,6051,14201.981756600000153,8099963.021610000170767
3831,48,201,542302,3832,201542302,HARRIS,2,1613,555,3461,7400,5383,1729,5097,5787,1315,2411,3551,1190,422,4068,12232.288372799999706,4541268.063539999537170
3832,48,201,542303,3833,201542303,HARRIS,2,979,277,1489,3278,2499,510,1946,2299,821,1053,1400,362,216,1678,6040.034709720000137,1357987.238630000036210
3833,48,201,542304,3834,201542304,HARRIS,2,1256,461,3136,5695,4074,831,3890,4439,1030,2111,2634,551,349,3044,6198.011100970000371,1982148.546640000073239
3834,48,201,542305,3835,201542305,HARRIS,2,1219,574,2885,6245,4394,1598,4382,5026,913,1999,3023,1071,393,3481,6906.467734380000365,2612612.632809999864548
3835,48,201,542401,3836,201542401,HARRIS,2,901,263,2504,4682,3392,1019,3451,3781,722,1775,2423,690,195,2670,4920.661241140000129,1223491.981519999913871
3836,48,201,542402,3837,201542402,HARRIS,2,1283,433,3645,6535,4863,1201,4727,5252,1058,2629,3385,829,346,3805,10283.502922800000306,4403328.211939999833703
3837,48,201,542500,3838,201542500,HARRIS,2,2080,277,969,3904,3217,542,1477,1824,1785,753,1143,416,242,1432,8436.353123000000778,4377309.742530000396073
3838,48,201,542600,3839,201542600,HARRIS,2,2299,494,2258,6081,4546,1004,3164,3782,1819,1615,2265,700,356,2727,8488.114531179999176,4363687.638919999822974
3839,48,201,542700,3840,201542700,HARRIS,2,2314,85,1246,3953,3134,225,1446,1639,1930,903,1049,156,69,1204,8785.237536000000546,4640172.617890000343323
3840,48,201,542800,3841,201542800,HARRIS,2,4155,237,3045,8010,5885,396,3401,3855,3287,2054,2288,254,162,2598,12552.370448899999246,8917033.348780000582337
3841,48,201,542901,3842,201542901,HARRIS,2,3357,755,4130,10080,7275,1824,5825,6723,2679,2802,3924,1174,557,4596,10669.783903999999893,5637066.556169999763370
3842,48,201,542902,3843,201542902,HARRIS,2,8247,2965,10166,27220,18516,5866,15595,18973,6108,6569,10065,3710,2015,12408,32850.230664299997443,48971778.252400003373623
3843,48,201,543004,3844,201543004,HARRIS,2,6896,3273,2748,14783,9602,1645,4322,7887,4695,1677,2690,1045,2036,4907,27895.718627499998547,34265709.006800003349781
3844,48,201,543005,3845,201543005,HARRIS,2,2464,685,3121,8628,6001,2354,5370,6164,1819,2063,3599,1581,489,4182,46208.405154599997331,76534610.559300005435944
3845,48,201,543006,3846,201543006,HARRIS,2,5404,3591,3829,16766,11836,3926,7575,11362,4166,2533,5027,2566,2451,7670,13929.465576200000214,12053604.523499999195337
3846,48,201,543007,3847,201543007,HARRIS,2,8583,4554,4000,20530,14052,3155,7029,11947,6218,2556,4623,2136,2958,7834,21025.088213800001540,22493501.728900000452995
3847,48,201,543008,3848,201543008,HARRIS,2,1499,892,2579,6225,4333,1262,3753,4726,1157,1713,2457,795,646,3176,6270.689540510000370,2344740.137910000048578
3848,48,201,543009,3849,201543009,HARRIS,2,474,313,2245,4224,2831,1263,3396,3750,346,1451,2225,846,225,2485,4742.229093840000132,1040471.257719999994151
3849,48,201,543010,3850,201543010,HARRIS,2,561,261,3083,4992,3401,1106,4138,4431,434,2054,2737,712,193,2967,4861.742238449999604,1363610.049399999901652
3850,48,201,543011,3851,201543011,HARRIS,2,706,262,2671,5175,3469,1561,4142,4469,525,1766,2706,976,178,2944,6080.186476169999878,1329088.347189999883994
3851,48,201,543100,3852,201543100,HARRIS,2,921,29,1692,2979,2056,312,1992,2058,735,1088,1268,185,20,1321,53040.473686199999065,129342170.337999999523163
3852,48,201,543201,3853,201543201,HARRIS,2,1772,786,2365,5709,4473,777,3098,3937,1531,1658,2234,603,653,2942,9300.930698559999655,4773469.683770000003278
3853,48,201,543202,3854,201543202,HARRIS,2,1599,545,904,3585,2929,491,1364,1986,1358,671,1031,374,479,1571,23984.389075600000069,35320447.312100000679493
3854,48,201,550101,3855,201550101,HARRIS,2,69,14,2102,2926,1843,764,2826,2857,49,1329,1774,459,9,1794,4702.598557059999621,843887.451386000029743
3855,48,201,550102,3856,201550102,HARRIS,2,82,11,976,2592,1734,1546,2493,2510,65,644,1660,1034,10,1669,8247.735133230000429,2644629.577269999776036
3856,48,201,550201,3857,201550201,HARRIS,2,112,37,942,1775,1194,706,1605,1663,89,602,1060,480,35,1105,4191.248424469999918,784930.754641999956220
3857,48,201,550202,3858,201550202,HARRIS,2,99,27,993,2161,1421,1060,2027,2062,74,623,1323,708,18,1347,6336.699602609999602,1712158.292799999937415
3858,48,201,550303,3859,201550303,HARRIS,2,129,23,1018,4137,2837,3051,3948,4008,104,658,2696,2087,15,2733,6088.424668270000438,1466141.848969999933615
3859,48,201,550304,3860,201550304,HARRIS,2,167,64,341,2192,1483,1639,1934,2025,130,236,1289,1071,50,1353,7291.055168889999550,1654850.354879999998957
3860,48,201,550305,3861,201550305,HARRIS,2,462,109,1495,3512,2645,1470,2902,3050,413,1064,2116,1091,91,2232,6630.881867150000289,2383326.845050000119954
3861,48,201,550306,3862,201550306,HARRIS,2,277,247,1584,4780,3240,2703,4218,4503,228,1044,2803,1802,186,3012,5977.816433760000109,2143634.744789999909699
3862,48,201,550307,3863,201550307,HARRIS,2,222,64,629,2444,1769,1585,2142,2222,195,453,1516,1102,44,1574,6671.005026800000451,2722331.373339999932796
3863,48,201,550308,3864,201550308,HARRIS,2,174,45,897,3511,2366,2409,3251,3337,140,597,2157,1583,34,2226,5541.305169620000015,1407427.619579999940470
3864,48,201,550403,3865,201550403,HARRIS,2,166,44,1097,3869,2618,2616,3633,3703,131,691,2436,1788,29,2487,7928.210390160000316,1632549.809150000102818
3865,48,201,550404,3866,201550404,HARRIS,2,206,640,1730,6266,4782,3762,5406,6060,167,1201,4103,2955,502,4615,10058.047900800000207,3022104.877809999976307
3866,48,201,550405,3867,201550405,HARRIS,2,514,174,2991,6564,4501,2914,5786,6050,447,1902,3853,2016,140,4054,9071.623356090000016,3793850.274980000220239
3867,48,201,550406,3868,201550406,HARRIS,2,192,116,1897,3689,2542,1493,3349,3497,167,1214,2258,1060,89,2375,10488.791209900000467,3227768.153229999821633
3868,48,201,550407,3869,201550407,HARRIS,2,135,923,1674,4945,3419,2268,3880,4810,105,1111,2612,1533,689,3314,8825.462570399999095,2991005.251389999873936
3869,48,201,550500,3870,201550500,HARRIS,2,258,624,3172,6104,4328,2061,5188,5846,185,2184,3651,1499,478,4143,9402.863685230000556,4361109.974779999814928
3870,48,201,550601,3871,201550601,HARRIS,2,265,422,3759,6673,4952,2294,5975,6408,214,2637,4380,1798,360,4738,5582.866772749999654,2027678.567439999897033
3871,48,201,550602,3872,201550602,HARRIS,2,97,244,1681,2986,2222,963,2616,2889,70,1173,1915,757,198,2152,4484.751988889999666,1118424.907600000035018
3872,48,201,550603,3873,201550603,HARRIS,2,156,329,3647,5708,4077,1582,5177,5552,133,2435,3622,1210,296,3944,6230.558137039999565,1737024.162620000075549
3873,48,201,550700,3874,201550700,HARRIS,2,233,469,1881,3864,2867,1319,3139,3631,200,1314,2254,972,402,2667,15444.213647200000196,6052010.580780000425875
3874,48,201,550800,3875,201550800,HARRIS,2,123,181,1608,3523,2422,1616,3187,3400,103,1075,2159,1099,148,2319,6750.430603570000130,1993336.970530000049621
3875,48,201,550901,3876,201550901,HARRIS,2,353,613,3269,5215,3826,986,4216,4862,307,2322,3008,713,488,3519,8398.199022040000273,1655709.336399999912828
3876,48,201,550902,3877,201550902,HARRIS,2,217,925,1931,4211,3135,1125,3023,3994,178,1359,2178,837,739,2957,6464.177370940000401,1517680.925469999900088
3877,48,201,551000,3878,201551000,HARRIS,2,133,287,2282,3275,2303,583,2835,3142,109,1553,1938,397,233,2194,5032.443003829999725,1106766.829820000100881
3878,48,201,551101,3879,201551101,HARRIS,2,409,583,1683,4492,3378,1833,3466,4083,348,1154,2503,1378,486,3030,6121.878509819999636,1821707.629930000053719
3879,48,201,551102,3880,201551102,HARRIS,2,415,969,3419,6590,4798,1817,5177,6175,348,2299,3634,1369,806,4450,7166.572740280000289,2787603.273920000065118
3880,48,201,551201,3881,201551201,HARRIS,2,839,549,2073,4538,3340,1061,3098,3699,744,1403,2144,761,413,2596,6926.855825980000191,1988789.837319999933243
3881,48,201,551202,3882,201551202,HARRIS,2,868,329,1077,3082,2318,806,1838,2214,761,737,1271,550,253,1557,7289.527762009999606,1570752.959060000022873
3882,48,201,551300,3883,201551300,HARRIS,2,727,833,1560,3957,3010,869,2376,3230,656,1107,1671,584,673,2354,5902.578168170000026,1979538.477979999966919
3883,48,201,551400,3884,201551400,HARRIS,2,1214,747,1717,5163,3961,1488,3147,3949,1089,1181,2223,1072,588,2872,11633.189005099999122,7929284.360790000297129
3884,48,201,551501,3885,201551501,HARRIS,2,433,205,2224,4129,3072,1285,3464,3696,393,1609,2489,899,160,2679,12921.098378400000001,3849622.248829999938607
3885,48,201,551502,3886,201551502,HARRIS,2,469,1476,1299,4573,3270,1369,2595,4104,393,922,1744,857,1099,2877,12557.520146200000454,6090582.248669999651611
3886,48,201,551601,3887,201551601,HARRIS,2,646,341,1539,3094,2309,560,2070,2448,568,1078,1436,380,275,1741,4908.967824219999784,1370444.504530000034720
3887,48,201,551602,3888,201551602,HARRIS,2,1087,403,2534,5225,3894,1173,3649,4138,952,1727,2533,835,325,2942,5637.973704209999596,1679244.923279999988154
3888,48,201,551702,3889,201551702,HARRIS,2,1661,1093,651,3724,2988,276,910,2063,1369,488,693,218,871,1619,6344.911313829999926,2070132.255610000109300
3889,48,201,551703,3890,201551703,HARRIS,2,2529,1304,2614,7832,6060,1351,3878,5303,2142,1879,2813,972,1023,3918,8175.112836510000307,3101381.170489999931306
3890,48,201,551704,3891,201551704,HARRIS,2,1717,771,830,3870,3104,465,1280,2153,1466,610,963,360,591,1638,6122.318198560000383,2119625.901690000202507
